,sentence,pos_tag
10,Kekayaan 50 orang terkaya di negara ini setara dengan kekayaan 50 juta warga Indonesia.,"[('Kekayaan', 'NOUN'), ('50', 'NUM'), ('orang', 'NOUN'), ('terkaya', 'ADJ'), ('di', 'ADP'), ('negara', 'NOUN'), ('ini', 'DET'), ('setara', 'ADJ'), ('dengan', 'ADP'), ('kekayaan', 'NOUN'), ('50', 'NUM'), ('juta', 'NUM'), ('warga', 'NOUN'), ('Indonesia', 'PROPN'), ('.', 'PUNCT')]"
11,Data dari Bank Dunia menunjukkan hal menarik.,"[('Data', 'NOUN'), ('dari', 'ADP'), ('Bank', 'PROPN'), ('Dunia', 'PROPN'), ('menunjukkan', 'VERB'), ('hal', 'NOUN'), ('menarik', 'ADJ'), ('.', 'PUNCT')]"
12,Sepuluh persen orang terkaya memiliki kontribusi 299 persen dari total kekayaan.,"[('Sepuluh', 'NUM'), ('persen', 'NOUN'), ('orang', 'NOUN'), ('terkaya', 'ADJ'), ('memiliki', 'VERB'), ('kontribusi', 'NOUN'), ('299', 'NUM'), ('persen', 'NOUN'), ('dari', 'ADP'), ('total', 'NOUN'), ('kekayaan', 'NOUN'), ('.', 'PUNCT')]"
13,Ini meningkat dari tahun 2000 yaitu sebesar 256 persen.,"[('Ini', 'DET'), ('meningkat', 'VERB'), ('dari', 'ADP'), ('tahun', 'NOUN'), ('2000', 'NUM'), ('yaitu', 'ADP'), ('sebesar', 'ADP'), ('256', 'NUM'), ('persen', 'NOUN'), ('.', 'PUNCT')]"
14,Meski sempat mencapai titik tertinggi pada 2013 dan 2014 yaitu 315 persen kemudian mencapai 279 persen pada 2020 namun kembali naik pada 2021 hingga 2023.,"[('Meski', 'SCONJ'), ('sempat', 'ADV'), ('mencapai', 'VERB'), ('titik', 'NOUN'), ('tertinggi', 'ADJ'), ('pada', 'ADP'), ('2013', 'NUM'), ('dan', 'CCONJ'), ('2014', 'NUM'), ('yaitu', 'ADP'), ('315', 'NUM'), ('persen', 'NOUN'), ('kemudian', 'ADV'), ('mencapai', 'VERB'), ('279', 'NUM'), ('persen', 'NOUN'), ('pada', 'ADP'), ('2020', 'NUM'), ('namun', 'CCONJ'), ('kembali', 'ADV'), ('naik', 'VERB'), ('pada', 'ADP'), ('2021', 'NUM'), ('hingga', 'SCONJ'), ('2023', 'NUM'), ('.', 'PUNCT')]"
15,Dapat disimpulkan bahwa angka dominasi 10 persen orang terkaya cenderung tidak turun.,"[('Dapat', 'PROPN'), ('disimpulkan', 'VERB'), ('bahwa', 'SCONJ'), ('angka', 'NOUN'), ('dominasi', 'NOUN'), ('10', 'NUM'), ('persen', 'NOUN'), ('orang', 'NOUN'), ('terkaya', 'ADJ'), ('cenderung', 'ADV'), ('tidak', 'PART'), ('turun', 'VERB'), ('.', 'PUNCT')]"
16,Fakta lain menunjukkan bahwa 20 persen kelompok termiskin hanya memiliki kontribusi sebesar 79 persen pada 2023.,"[('Fakta', 'NOUN'), ('lain', 'ADJ'), ('menunjukkan', 'VERB'), ('bahwa', 'SCONJ'), ('20', 'NUM'), ('persen', 'NOUN'), ('kelompok', 'NOUN'), ('termiskin', 'ADJ'), ('hanya', 'ADV'), ('memiliki', 'VERB'), ('kontribusi', 'NOUN'), ('sebesar', 'ADP'), ('79', 'NUM'), ('persen', 'NOUN'), ('pada', 'ADP'), ('2023', 'NUM'), ('.', 'PUNCT')]"
17,Persentase ini turun dari 92 pada 2000.,"[('Persentase', 'NOUN'), ('ini', 'DET'), ('turun', 'VERB'), ('dari', 'SCONJ'), ('92', 'NUM'), ('pada', 'ADP'), ('2000', 'NUM'), ('.', 'PUNCT')]"
18,Secara umum belum terjadi perubahan signifikan dalam distribusi antara kelompok kaya dan kelompok miskin.,"[('Secara', 'ADP'), ('umum', 'ADJ'), ('belum', 'PART'), ('terjadi', 'VERB'), ('perubahan', 'NOUN'), ('signifikan', 'ADJ'), ('dalam', 'ADP'), ('distribusi', 'NOUN'), ('antara', 'ADP'), ('kelompok', 'NOUN'), ('kaya', 'ADJ'), ('dan', 'CCONJ'), ('kelompok', 'NOUN'), ('miskin', 'ADJ'), ('.', 'PUNCT')]"
19,Namun perlu digarisbawahi bahwa data tersebut didasarkan pada indikator konsumsi.,"[('Namun', 'ADV'), ('perlu', 'ADV'), ('digarisbawahi', 'VERB'), ('bahwa', 'SCONJ'), ('data', 'NOUN'), ('tersebut', 'DET'), ('didasarkan', 'VERB'), ('pada', 'ADP'), ('indikator', 'NOUN'), ('konsumsi', 'NOUN'), ('.', 'PUNCT')]"
20,Ketimpangan yang diukur menggunakan indikator konsumsi biasanya lebih rendah dibandingkan dengan ketimpangan yang diukur berdasarkan data pendapatan.,"[('Ketimpangan', 'NOUN'), ('yang', 'PRON'), ('diukur', 'VERB'), ('menggunakan', 'VERB'), ('indikator', 'NOUN'), ('konsumsi', 'NOUN'), ('biasanya', 'ADV'), ('lebih', 'ADV'), ('rendah', 'ADJ'), ('dibandingkan', 'VERB'), ('dengan', 'ADP'), ('ketimpangan', 'NOUN'), ('yang', 'PRON'), ('diukur', 'VERB'), ('berdasarkan', 'VERB'), ('data', 'NOUN'), ('pendapatan', 'NOUN'), ('.', 'PUNCT')]"
21,Sayangnya tidak tersedia data pendapatan yang lengkap di Indonesia dan data pendapatan sering kali kurang dapat diandalkan di negara berkembang.,"[('Sayang', 'NOUN'), ('nya', 'PRON'), ('tidak', 'PART'), ('tersedia', 'VERB'), ('data', 'NOUN'), ('pendapatan', 'NOUN'), ('yang', 'PRON'), ('lengkap', 'ADJ'), ('di', 'ADP'), ('Indonesia', 'PROPN'), ('dan', 'CCONJ'), ('data', 'NOUN'), ('pendapatan', 'NOUN'), ('sering', 'ADV'), ('kali', 'NOUN'), ('kurang', 'ADV'), ('dapat', 'AUX'), ('diandalkan', 'VERB'), ('di', 'ADP'), ('negara', 'NOUN'), ('berkembang', 'VERB'), ('.', 'PUNCT')]"
22,Pengukuran tingkat kemiskinan dan ketimpangan di Indonesia biasanya menggunakan data dari Survei Sosial Ekonomi Nasional Susenas.,"[('Pengukuran', 'NOUN'), ('tingkat', 'NOUN'), ('kemiskinan', 'NOUN'), ('dan', 'CCONJ'), ('ketimpangan', 'NOUN'), ('di', 'ADP'), ('Indonesia', 'PROPN'), ('biasanya', 'ADV'), ('menggunakan', 'VERB'), ('data', 'NOUN'), ('dari', 'ADP'), ('Survei', 'PROPN'), ('Sosial', 'PROPN'), ('Ekonomi', 'PROPN'), ('Nasional', 'PROPN'), ('Susenas', 'PROPN'), ('.', 'PUNCT')]"
23,Dalam kondisi ideal data pendapatan seharusnya mencakup beberapa komponen pendapatan rumah tangga.,"[('Dalam', 'ADP'), ('kondisi', 'NOUN'), ('ideal', 'ADJ'), ('data', 'NOUN'), ('pendapatan', 'NOUN'), ('seharus', 'NOUN'), ('nya', 'PRON'), ('mencakup', 'VERB'), ('beberapa', 'DET'), ('komponen', 'NOUN'), ('pendapatan', 'NOUN'), ('rumah', 'NOUN'), ('tangga', 'NOUN'), ('.', 'PUNCT')]"
24,Selain pendapatan dari gaji salary income atau wage income biasanya juga mencakup pendapatan dari pengelolaan bisnis business income pendapatan dari investasi investment income serta pendapatan dari subsidi dan pengurangan pajak tax-benefit income.,"[('Selain', 'ADP'), ('pendapatan', 'NOUN'), ('dari', 'ADP'), ('gaji', 'NOUN'), ('salary', 'NOUN'), ('income', 'NOUN'), ('atau', 'CCONJ'), ('wage', 'NOUN'), ('income', 'NOUN'), ('biasanya', 'ADV'), ('juga', 'ADV'), ('mencakup', 'VERB'), ('pendapatan', 'NOUN'), ('dari', 'ADP'), ('pengelolaan', 'NOUN'), ('bisnis', 'NOUN'), ('business', 'NOUN'), ('income', 'NOUN'), ('pendapatan', 'NOUN'), ('dari', 'ADP'), ('investasi', 'NOUN'), ('investment', 'NOUN'), ('income', 'NOUN'), ('serta', 'CCONJ'), ('pendapatan', 'NOUN'), ('dari', 'ADP'), ('subsidi', 'NOUN'), ('dan', 'CCONJ'), ('pengurangan', 'NOUN'), ('pajak', 'NOUN'), ('tax-benefit', 'NOUN'), ('income', 'NOUN'), ('.', 'PUNCT')]"
25,Komponen gaji bisa terlihat dari Survei Angkatan Kerja Nasional Sakernas yang biasanya diadakan pada Februari dan Agustus tiap tahun.,"[('Komponen', 'NOUN'), ('gaji', 'NOUN'), ('bisa', 'AUX'), ('terlihat', 'VERB'), ('dari', 'ADP'), ('Survei', 'PROPN'), ('Angkatan', 'PROPN'), ('Kerja', 'PROPN'), ('Nasional', 'PROPN'), ('Sakernas', 'PROPN'), ('yang', 'PRON'), ('biasanya', 'ADV'), ('diadakan', 'VERB'), ('pada', 'ADP'), ('Februari', 'PROPN'), ('dan', 'CCONJ'), ('Agustus', 'PROPN'), ('tiap', 'DET'), ('tahun', 'NOUN'), ('.', 'PUNCT')]"
26,Berdasarkan data statistik sebagian besar tenaga kerja di Indonesia berada di sektor informal.,"[('Berdasarkan', 'ADP'), ('data', 'NOUN'), ('statistik', 'ADJ'), ('sebagian', 'DET'), ('besar', 'ADJ'), ('tenaga', 'NOUN'), ('kerja', 'NOUN'), ('di', 'ADP'), ('Indonesia', 'PROPN'), ('berada', 'VERB'), ('di', 'ADP'), ('sektor', 'NOUN'), ('informal', 'ADJ'), ('.', 'PUNCT')]"
27,Pada 2019 proporsi tenaga kerja formal tercatat sebesar 4412 persen.,"[('Pada', 'ADP'), ('2019', 'NUM'), ('proporsi', 'NOUN'), ('tenaga', 'NOUN'), ('kerja', 'NOUN'), ('formal', 'ADJ'), ('tercatat', 'VERB'), ('sebesar', 'ADP'), ('4412', 'NUM'), ('persen', 'NOUN'), ('.', 'PUNCT')]"
28,Namun pada 2023 angka tersebut justru menurun signifikan menjadi 4089 persen.,"[('Namun', 'ADV'), ('pada', 'ADP'), ('2023', 'NUM'), ('angka', 'NOUN'), ('tersebut', 'DET'), ('justru', 'ADV'), ('menurun', 'VERB'), ('signifikan', 'ADJ'), ('menjadi', 'VERB'), ('4089', 'NUM'), ('persen', 'NOUN'), ('.', 'PUNCT')]"
29,Penghapusan Piutang UMKM Dapat Berdayakan Perempuan,"[('Penghapusan', 'PROPN'), ('Piutang', 'PROPN'), ('UMKM', 'PROPN'), ('Dapat', 'AUX'), ('Berdayakan', 'VERB'), ('Perempuan', 'PROPN')]"
30,Menteri Pemberdayaan Perempuan dan Perlindungan Anak PPPA Arifah Fauzi menilai penghapusan piutang macet bagi usaha mikro kecil dan menengah UMKM dapat berdampak positif bagi pelaku usaha perempuan.,"[('Menteri', 'PROPN'), ('Pemberdayaan', 'PROPN'), ('Perempuan', 'PROPN'), ('dan', 'CCONJ'), ('Perlindungan', 'PROPN'), ('Anak', 'PROPN'), ('PPPA', 'PROPN'), ('Arifah', 'PROPN'), ('Fauzi', 'PROPN'), ('menilai', 'VERB'), ('penghapusan', 'NOUN'), ('piutang', 'NOUN'), ('macet', 'ADJ'), ('bagi', 'ADP'), ('usaha', 'NOUN'), ('mikro', 'ADJ'), ('kecil', 'ADJ'), ('dan', 'CCONJ'), ('menengah', 'NOUN'), ('UMKM', 'PROPN'), ('dapat', 'AUX'), ('berdampak', 'VERB'), ('positif', 'ADJ'), ('bagi', 'ADP'), ('pelaku', 'NOUN'), ('usaha', 'NOUN'), ('perempuan', 'ADJ'), ('.', 'PUNCT')]"
31,Dia menyampaikan melalui Peraturan Pemerintah PP Nomor 47 Tahun 2024 pelaku usaha perempuan dapat meneruskan dan meningkatkan daya saing usahanya.,"[('Dia', 'PRON'), ('menyampaikan', 'VERB'), ('melalui', 'ADP'), ('Peraturan', 'NOUN'), ('Pemerintah', 'NOUN'), ('PP', 'PROPN'), ('Nomor', 'NOUN'), ('47', 'NUM'), ('Tahun', 'PROPN'), ('2024', 'NUM'), ('pelaku', 'NOUN'), ('usaha', 'NOUN'), ('perempuan', 'ADJ'), ('dapat', 'AUX'), ('meneruskan', 'VERB'), ('dan', 'CCONJ'), ('meningkatkan', 'VERB'), ('daya', 'NOUN'), ('saing', 'NOUN'), ('usaha', 'NOUN'), ('nya', 'PRON'), ('.', 'PUNCT')]"
32,Bicara tentang potensi perempuan tidak terlepas dari pemberdayaan ekonomi melalui upaya pengembangan UMKM kata Arifah dilansir dari siaran pers Sabtu 9/11/2024.,"[('Bicara', 'VERB'), ('tentang', 'ADP'), ('potensi', 'NOUN'), ('perempuan', 'ADJ'), ('tidak', 'PART'), ('terlepas', 'VERB'), ('dari', 'ADP'), ('pemberdayaan', 'NOUN'), ('ekonomi', 'NOUN'), ('melalui', 'ADP'), ('upaya', 'NOUN'), ('pengembangan', 'NOUN'), ('UMKM', 'PROPN'), ('kata', 'NOUN'), ('Arifah', 'PROPN'), ('dilansir', 'VERB'), ('dari', 'ADP'), ('siaran', 'NOUN'), ('pers', 'NOUN'), ('Sabtu', 'PROPN'), ('9/11', 'NUM'), ('/2024', 'NUM'), ('.', 'PUNCT')]"
33,Dia menyampaikan berdasarkan catatan Kementerian Koperasi dan Usaha Kecil dan Menengah tahun 2019 dari total UMKM di Indonesia yang berjumlah 655 juta 64 jutanya adalah usaha mikro.,"[('Dia', 'PRON'), ('menyampaikan', 'VERB'), ('berdasarkan', 'ADP'), ('catatan', 'NOUN'), ('Kementerian', 'PROPN'), ('Koperasi', 'PROPN'), ('dan', 'CCONJ'), ('Usaha', 'PROPN'), ('Kecil', 'PROPN'), ('dan', 'CCONJ'), ('Menengah', 'PROPN'), ('tahun', 'NOUN'), ('2019', 'NUM'), ('dari', 'ADP'), ('total', 'NOUN'), ('UMKM', 'PROPN'), ('di', 'ADP'), ('Indonesia', 'PROPN'), ('yang', 'PRON'), ('berjumlah', 'VERB'), ('655', 'NUM'), ('juta', 'NUM'), ('64', 'NUM'), ('juta', 'NOUN'), ('nya', 'PRON'), ('adalah', 'AUX'), ('usaha', 'NOUN'), ('mikro', 'NOUN'), ('.', 'PUNCT')]"
34,Dari angka 64 juta usaha mikro tersebut lebih dari setengahnya dimiliki dan dikelola oleh perempuan.,"[('Dari', 'ADP'), ('angka', 'NOUN'), ('64', 'NUM'), ('juta', 'NOUN'), ('usaha', 'NOUN'), ('mikro', 'NOUN'), ('tersebut', 'DET'), ('lebih', 'ADV'), ('dari', 'ADP'), ('setengah', 'NOUN'), ('nya', 'PRON'), ('dimiliki', 'VERB'), ('dan', 'CCONJ'), ('dikelola', 'VERB'), ('oleh', 'ADP'), ('perempuan', 'NOUN'), ('.', 'PUNCT')]"
35,Dengan demikian perempuan memiliki peran penting dalam pemulihan ekonomi nasional.,"[('Dengan', 'ADP'), ('demikian', 'PRON'), ('perempuan', 'NOUN'), ('memiliki', 'VERB'), ('peran', 'NOUN'), ('penting', 'ADJ'), ('dalam', 'ADP'), ('pemulihan', 'NOUN'), ('ekonomi', 'NOUN'), ('nasional', 'ADJ'), ('.', 'PUNCT')]"
36,Dengan diterbitkannya PP Nomor 47 Tahun 2024 menunjukkan bahwa negara hadir untuk UMKM.,"[('Dengan', 'SCONJ'), ('diterbitkan', 'VERB'), ('nya', 'PRON'), ('PP', 'PROPN'), ('Nomor', 'NOUN'), ('47', 'NUM'), ('Tahun', 'PROPN'), ('2024', 'NUM'), ('menunjukkan', 'VERB'), ('bahwa', 'SCONJ'), ('negara', 'NOUN'), ('hadir', 'VERB'), ('untuk', 'ADP'), ('UMKM', 'PROPN'), ('.', 'PUNCT')]"
37,Dan memberikan kesempatan kepada perempuan sebagai pelaku UMKM untuk lebih produktif dan memperkuat daya saingnya di pasar papar Arifah.,"[('Dan', 'CCONJ'), ('memberikan', 'VERB'), ('kesempatan', 'NOUN'), ('kepada', 'ADP'), ('perempuan', 'NOUN'), ('sebagai', 'ADP'), ('pelaku', 'NOUN'), ('UMKM', 'NOUN'), ('untuk', 'SCONJ'), ('lebih', 'ADV'), ('produktif', 'ADJ'), ('dan', 'CCONJ'), ('memperkuat', 'VERB'), ('daya', 'NOUN'), ('saing', 'NOUN'), ('nya', 'PRON'), ('di', 'ADP'), ('pasar', 'NOUN'), ('papar', 'NOUN'), ('Arifah', 'PROPN'), ('.', 'PUNCT')]"
38,Arifah berujar pemerintah menyadari bahwa nelayan petani dan UMKM terutama yang dikelola perempuan adalah tulang punggung ekonomi rakyat.,"[('Arifah', 'PROPN'), ('berujar', 'VERB'), ('pemerintah', 'NOUN'), ('menyadari', 'VERB'), ('bahwa', 'SCONJ'), ('nelayan', 'NOUN'), ('petani', 'NOUN'), ('dan', 'CCONJ'), ('UMKM', 'NOUN'), ('terutama', 'ADV'), ('yang', 'PRON'), ('dikelola', 'VERB'), ('perempuan', 'NOUN'), ('adalah', 'AUX'), ('tulang', 'NOUN'), ('punggung', 'NOUN'), ('ekonomi', 'NOUN'), ('rakyat', 'NOUN'), ('.', 'PUNCT')]"
39,Melalui PP tersebut jelas Arifah pemerintah memperkuat komitmennya untuk menciptakan kesempatan yang lebih adil bagi kelompok rentan.,"[('Melalui', 'ADP'), ('PP', 'PROPN'), ('tersebut', 'DET'), ('jelas', 'ADJ'), ('Arifah', 'PROPN'), ('pemerintah', 'NOUN'), ('memperkuat', 'VERB'), ('komitmen', 'NOUN'), ('nya', 'PRON'), ('untuk', 'SCONJ'), ('menciptakan', 'VERB'), ('kesempatan', 'NOUN'), ('yang', 'PRON'), ('lebih', 'ADV'), ('adil', 'ADJ'), ('bagi', 'ADP'), ('kelompok', 'NOUN'), ('rentan', 'ADJ'), ('.', 'PUNCT')]"
40,Kebijakan ini juga menjadi sebuah harapan yang besar bagi perempuan-perempuan kelompok rentan yakni perempuan kepala keluarga perempuan penyintas bencana dan perempuan penyintas kekerasan yang menjadi dampingan Kemen PPPA untuk memulai sebagai wirausaha papar Arifah.,"[('Kebijakan', 'PROPN'), ('ini', 'DET'), ('juga', 'ADV'), ('menjadi', 'VERB'), ('sebuah', 'DET'), ('harapan', 'NOUN'), ('yang', 'PRON'), ('besar', 'ADJ'), ('bagi', 'ADP'), ('perempuan-perempuan', 'NOUN'), ('kelompok', 'NOUN'), ('rentan', 'ADJ'), ('yakni', 'ADV'), ('perempuan', 'NOUN'), ('kepala', 'NOUN'), ('keluarga', 'NOUN'), ('perempuan', 'ADJ'), ('penyintas', 'NOUN'), ('bencana', 'NOUN'), ('dan', 'CCONJ'), ('perempuan', 'NOUN'), ('penyintas', 'NOUN'), ('kekerasan', 'NOUN'), ('yang', 'PRON'), ('menjadi', 'VERB'), ('dampingan', 'NOUN'), ('Kemen', 'PROPN'), ('PPPA', 'PROPN'), ('untuk', 'SCONJ'), ('memulai', 'VERB'), ('sebagai', 'ADP'), ('wirausaha', 'NOUN'), ('papar', 'NOUN'), ('Arifah', 'PROPN'), ('.', 'PUNCT')]"
41,Dia menambahkan pemerintah akan terus berupaya untuk menciptakan kebijakan yang pro-rakyat dan mendukung pemulihan ekonomi di semua lapisan masyarakat.,"[('Dia', 'PRON'), ('menambahkan', 'VERB'), ('pemerintah', 'NOUN'), ('akan', 'AUX'), ('terus', 'ADV'), ('berupaya', 'VERB'), ('untuk', 'SCONJ'), ('menciptakan', 'VERB'), ('kebijakan', 'NOUN'), ('yang', 'PRON'), ('pro-rakyat', 'ADJ'), ('dan', 'CCONJ'), ('mendukung', 'VERB'), ('pemulihan', 'NOUN'), ('ekonomi', 'NOUN'), ('di', 'ADP'), ('semua', 'DET'), ('lapisan', 'NOUN'), ('masyarakat', 'NOUN'), ('.', 'PUNCT')]"
42,Prabowo Dorong Sinergi Ekonomi Indonesia-Brasil Nyatakan Ingin Gabung BRICS,"[('Prabowo', 'PROPN'), ('Dorong', 'PROPN'), ('Sinergi', 'PROPN'), ('Ekonomi', 'PROPN'), ('Indonesia', 'PROPN'), ('-Brasil', 'PROPN'), ('Nyatakan', 'PROPN'), ('Ingin', 'AUX'), ('Gabung', 'PROPN'), ('BRICS', 'PROPN')]"
43,Presiden Prabowo Subianto menyoroti banyaknya kesamaan antara Indonesia dan Brasil mulai dari sumber daya alam maupun visi strategis untuk masa depan.,"[('Presiden', 'PROPN'), ('Prabowo', 'PROPN'), ('Subianto', 'PROPN'), ('menyoroti', 'VERB'), ('banyak', 'DET'), ('nya', 'DET'), ('kesamaan', 'NOUN'), ('antara', 'ADP'), ('Indonesia', 'PROPN'), ('dan', 'CCONJ'), ('Brasil', 'PROPN'), ('mulai', 'VERB'), ('dari', 'ADP'), ('sumber', 'NOUN'), ('daya', 'NOUN'), ('alam', 'NOUN'), ('maupun', 'CCONJ'), ('visi', 'NOUN'), ('strategis', 'ADJ'), ('untuk', 'ADP'), ('masa', 'NOUN'), ('depan', 'ADJ'), ('.', 'PUNCT')]"
44,Untuk itu Prabowo menginginkan Indonesia dan Brasil bersinergi dalam hal perekonomian.,"[('Untuk', 'SCONJ'), ('itu', 'DET'), ('Prabowo', 'PROPN'), ('menginginkan', 'VERB'), ('Indonesia', 'PROPN'), ('dan', 'CCONJ'), ('Brasil', 'PROPN'), ('bersinergi', 'VERB'), ('dalam', 'ADP'), ('hal', 'NOUN'), ('perekonomian', 'NOUN'), ('.', 'PUNCT')]"
45,Hal tersebut Prabowo sampaikan saat menghadiri Indonesia-Brazil Business Forum yang digelar di Copacabana Palace Rio de Janeiro Brasil Minggu 17/11/2024.,"[('Hal', 'NOUN'), ('tersebut', 'DET'), ('Prabowo', 'PROPN'), ('sampaikan', 'VERB'), ('saat', 'SCONJ'), ('menghadiri', 'VERB'), ('Indonesia', 'PROPN'), ('-Brazil', 'PROPN'), ('Business', 'PROPN'), ('Forum', 'PROPN'), ('yang', 'PRON'), ('digelar', 'VERB'), ('di', 'ADP'), ('Copacabana', 'PROPN'), ('Palace', 'PROPN'), ('Rio', 'PROPN'), ('de', 'PROPN'), ('Janeiro', 'PROPN'), ('Brasil', 'PROPN'), ('Minggu', 'PROPN'), ('17/11/2024', 'NUM'), ('.', 'PUNCT')]"
46,Forum tersebut mempertemukan para pelaku usaha dari Indonesia dan Brasil untuk membahas peluang kerja sama ekonomi strategis termasuk di sektor energi industri dan kemaritiman.,"[('Forum', 'PROPN'), ('tersebut', 'DET'), ('mempertemukan', 'VERB'), ('para', 'DET'), ('pelaku', 'NOUN'), ('usaha', 'NOUN'), ('dari', 'ADP'), ('Indonesia', 'PROPN'), ('dan', 'CCONJ'), ('Brasil', 'PROPN'), ('untuk', 'SCONJ'), ('membahas', 'VERB'), ('peluang', 'NOUN'), ('kerja', 'NOUN'), ('sama', 'ADJ'), ('ekonomi', 'NOUN'), ('strategis', 'ADJ'), ('termasuk', 'VERB'), ('di', 'ADP'), ('sektor', 'NOUN'), ('energi', 'NOUN'), ('industri', 'NOUN'), ('dan', 'CCONJ'), ('kemaritiman', 'NOUN'), ('.', 'PUNCT')]"
47,Indonesia dan Brasil adalah negara besar dengan populasi yang besar pula.,"[('Indonesia', 'PROPN'), ('dan', 'CCONJ'), ('Brasil', 'PROPN'), ('adalah', 'AUX'), ('negara', 'NOUN'), ('besar', 'ADJ'), ('dengan', 'ADP'), ('populasi', 'NOUN'), ('yang', 'PRON'), ('besar', 'ADJ'), ('pula', 'ADV'), ('.', 'PUNCT')]"
